Numero de Documento,Expediente,Placa,Vigencia,Nombre Completo,SADE,Valor Embargo,Fecha Generacion MP
1000000442,076-2017-000442,ARA442,2017,JULIAN MONICA RAMIREZ HERRERA,SADE-0000442,4000000,2017-02-19
1000000443,076-2018-000443,ARB443,2018,ALVARO RODRIGO BERMUDEZ GUTIERREZ,SADE-0000443,4000000,2018-04-09
1000000444,076-2017-000444,ARC444,2017,ANA LILIANA MORENO REYES,SADE-0000444,7700000,2017-12-01
1000000445,076-2020-000445,ARD445,2020,ADRIANA MONICA SANCHEZ REYES,SADE-0000445,13500000,2020-04-24
1000000446,076-2013-000446,ARE446,2013,OSCAR LUISA ACOSTA GAVIRIA,SADE-0000446,10300000,2013-02-08
1000000447,076-2014-000447,ARF447,2014,ALEJANDRO JORGE SANCHEZ GOMEZ,SADE-0000447,9700000,2014-06-05
1000000448,076-2013-000448,ARG448,2013,FERNANDO CAMILO SALAZAR ROMERO,SADE-0000448,4900000,2013-08-25
1000000449,076-2008-000449,ARH449,2008,MARIA PATRICIA TORRES GOMEZ,SADE-0000449,7200000,2008-04-02
1000000450,076-2021-000450,ARI450,2021,LUISA PAOLA BUITRAGO MEDINA,SADE-0000450,13300000,2021-07-14
1000000451,076-2018-000451,ARJ451,2018,PAOLA ANA ROMERO ROMERO,SADE-0000451,4400000,2018-05-03
1000000452,076-2011-000452,ARK452,2011,ANA VALENTINA PENA MORALES,SADE-0000452,14200000,2011-06-13
1000000453,076-2016-000453,ARL453,2016,JORGE ADRIANA BERMUDEZ ACOSTA,SADE-0000453,1900000,2016-04-03
1000000454,076-2021-000454,ARM454,2021,DIANA SANDRA BELTRAN AGUILAR,SADE-0000454,1900000,2021-05-22
1000000455,076-2018-000455,ARN455,2018,GLORIA SANDRA GOMEZ CASTRO,SADE-0000455,700000,2018-03-16
1000000456,076-2012-000456,ARO456,2012,MAURICIO MAURICIO ORTIZ JIMENEZ,SADE-0000456,10000000,2012-03-24
1000000457,076-2019-000457,ARP457,2019,YOLANDA SANDRA LOPEZ CORREA,SADE-0000457,11400000,2019-05-17
1000000458,076-2008-000458,ARQ458,2008,WILLIAM FERNANDO TORRES GAVIRIA,SADE-0000458,12100000,2008-09-12
1000000459,076-2007-000459,ARR459,2007,FELIPE FERNANDO JIMENEZ SALAZAR,SADE-0000459,4500000,2007-05-25
1000000460,076-2008-000460,ARS460,2008,FERNANDO SANDRA RIOS BUITRAGO,SADE-0000460,500000,2008-01-28
1000000461,076-2020-000461,ART461,2020,JUAN LILIANA RUIZ CUELLAR,SADE-0000461,9800000,2020-07-05
1000000462,076-2009-000462,ARU462,2009,CARLOS ALEXANDRA QUINTERO RIOS,SADE-0000462,8700000,2009-04-14
1000000463,076-2021-000463,ARV463,2021,GERMAN YOLANDA TORRES CASTILLO,SADE-0000463,10000000,2021-02-17
1000000464,076-2017-000464,ARW464,2017,LUISA GLORIA RIOS SANCHEZ,SADE-0000464,1600000,2017-07-03
1000000465,076-2021-000465,ARX465,2021,SOFIA OSCAR CARDENAS GUTIERREZ,SADE-0000465,2700000,2021-09-15
1000000466,076-2007-000466,ARY466,2007,BEATRIZ RICARDO MEDINA CASTILLO,SADE-0000466,8200000,2007-12-20
1000000467,076-2010-000467,ARZ467,2010,SOFIA BEATRIZ ROJAS GAVIRIA,SADE-0000467,5500000,2010-12-18
1000000468,076-2019-000468,ASA468,2019,LILIANA CLAUDIA GOMEZ QUINTERO,SADE-0000468,1100000,2019-04-18
1000000469,076-2012-000469,ASB469,2012,JUAN NUBIA GOMEZ MONTOYA,SADE-0000469,8300000,2012-02-07
1000000470,076-2015-000470,ASC470,2015,LILIANA CAMILO GAVIRIA DIAZ,SADE-0000470,4100000,2015-12-09
1000000471,076-2008-000471,ASD471,2008,CARLOS FABIO SANCHEZ QUINTERO,SADE-0000471,10000000,2008-08-24
1000000472,076-2008-000472,ASE472,2008,PATRICIA PEDRO BUITRAGO CASTRO,SADE-0000472,10500000,2008-02-19
1000000473,076-2016-000473,ASF473,2016,LUISA DIANA CASTRO ACOSTA,SADE-0000473,7900000,2016-05-28
1000000474,076-2012-000474,ASG474,2012,PAOLA GERMAN GUTIERREZ PRADA,SADE-0000474,7400000,2012-04-03
1000000475,076-2010-000475,ASH475,2010,DIEGO PATRICIA HERRERA MORALES,SADE-0000475,3200000,2010-03-15
1000000476,076-2014-000476,ASI476,2014,GERMAN CAMILO MARTINEZ ROMERO,SADE-0000476,9600000,2014-04-15
1000000477,076-2011-000477,ASJ477,2011,SOFIA WILLIAM MARTINEZ RAMIREZ,SADE-0000477,4500000,2011-11-10
1000000478,076-2020-000478,ASK478,2020,ALEJANDRO CARLOS PENA GUTIERREZ,SADE-0000478,4200000,2020-02-23
1000000479,076-2010-000479,ASL479,2010,RODRIGO PAOLA BUITRAGO DIAZ,SADE-0000479,8100000,2010-05-27
1000000480,076-2009-000480,ASM480,2009,MARIA PAOLA PRADA MORENO,SADE-0000480,14500000,2009-04-04
1000000481,076-2014-000481,ASN481,2014,PEDRO DIEGO MARTINEZ GOMEZ,SADE-0000481,2000000,2014-04-05
1000000482,076-2010-000482,ASO482,2010,PAOLA BEATRIZ RAMIREZ ROJAS,SADE-0000482,7100000,2010-02-01
1000000483,076-2008-000483,ASP483,2008,RICARDO JULIAN CASTRO RAMIREZ,SADE-0000483,8900000,2008-02-02
1000000484,076-2014-000484,ASQ484,2014,LUISA HERNANDO CASTILLO BERMUDEZ,SADE-0000484,10600000,2014-08-01
1000000485,076-2013-000485,ASR485,2013,DIANA GLORIA PALACIOS PENA,SADE-0000485,5200000,2013-05-09
1000000486,076-2014-000486,ASS486,2014,CLAUDIA CARLOS AGUILAR AGUILAR,SADE-0000486,6700000,2014-11-10
1000000487,076-2014-000487,AST487,2014,CAMILO ALEXANDRA CUELLAR DIAZ,SADE-0000487,2700000,2014-05-13
1000000488,076-2009-000488,ASU488,2009,CAMILO RICARDO SANCHEZ ACOSTA,SADE-0000488,14400000,2009-01-13
1000000489,076-2019-000489,ASV489,2019,RODRIGO ANDRES ROMERO GAVIRIA,SADE-0000489,9300000,2019-10-17
1000000490,076-2012-000490,ASW490,2012,ALVARO YOLANDA SUAREZ LOPEZ,SADE-0000490,8600000,2012-10-08
1000000491,076-2007-000491,ASX491,2007,YOLANDA LUISA CUELLAR SANCHEZ,SADE-0000491,9600000,2007-10-08
1000000492,076-2009-000492,ASY492,2009,PEDRO LILIANA ACOSTA NAVARRO,SADE-0000492,14100000,2009-12-02
1000000493,076-2019-000493,ASZ493,2019,FABIO FERNANDO MONTOYA PALACIOS,SADE-0000493,4900000,2019-03-08
1000000494,076-2016-000494,ATA494,2016,GERMAN RODRIGO ROJAS LOPEZ,SADE-0000494,9500000,2016-10-19
1000000495,076-2009-000495,ATB495,2009,FERNANDO RICARDO GAVIRIA ROMERO,SADE-0000495,8400000,2009-03-16
1000000496,076-2007-000496,ATC496,2007,ANA LUISA RIOS REYES,SADE-0000496,6100000,2007-01-17
1000000497,076-2014-000497,ATD497,2014,JUAN NUBIA AGUILAR VARGAS,SADE-0000497,3800000,2014-06-23
1000000498,076-2009-000498,ATE498,2009,GERMAN LUISA LOPEZ MORALES,SADE-0000498,4100000,2009-02-28
1000000499,076-2015-000499,ATF499,2015,BEATRIZ JORGE SALAZAR RESTREPO,SADE-0000499,3000000,2015-06-10
1000000500,076-2012-000500,ATG500,2012,DIEGO HERNANDO BERMUDEZ GAVIRIA,SADE-0000500,8600000,2012-03-23
1000000501,076-2015-000501,ATH501,2015,CATALINA RODRIGO RIOS ROJAS,SADE-0000501,4900000,2015-07-10
1000000502,076-2018-000502,ATI502,2018,OSCAR DIEGO SUAREZ GOMEZ,SADE-0000502,10500000,2018-10-02
1000000503,076-2009-000503,ATJ503,2009,ALEJANDRO GERMAN AGUILAR RIOS,SADE-0000503,14900000,2009-02-16
1000000504,076-2009-000504,ATK504,2009,NUBIA JORGE ACOSTA PALACIOS,SADE-0000504,8600000,2009-03-21
1000000505,076-2021-000505,ATL505,2021,ANA NUBIA PRADA GOMEZ,SADE-0000505,7200000,2021-04-08
1000000506,076-2018-000506,ATM506,2018,JORGE RODRIGO ORTIZ HERRERA,SADE-0000506,500000,2018-01-13
1000000507,076-2014-000507,ATN507,2014,CAMILO HERNANDO QUINTERO GAVIRIA,SADE-0000507,10100000,2014-06-18
1000000508,076-2013-000508,ATO508,2013,PEDRO ANDRES CASTILLO RIOS,SADE-0000508,4600000,2013-08-03
1000000509,076-2019-000509,ATP509,2019,CARLOS OSCAR LOPEZ GUTIERREZ,SADE-0000509,7100000,2019-02-03
1000000510,076-2012-000510,ATQ510,2012,HERNANDO ALVARO JIMENEZ TORRES,SADE-0000510,14500000,2012-02-11
1000000511,076-2016-000511,ATR511,2016,CATALINA ANDRES LOPEZ BERMUDEZ,SADE-0000511,4700000,2016-10-14
1000000512,076-2009-000512,ATS512,2009,LUISA PEDRO CORREA PENA,SADE-0000512,5300000,2009-07-23
1000000513,076-2015-000513,ATT513,2015,ESPERANZA WILLIAM MEDINA CARDENAS,SADE-0000513,6500000,2015-02-02
1000000514,076-2013-000514,ATU514,2013,FERNANDO ALEXANDRA GAVIRIA MORALES,SADE-0000514,1800000,2013-06-01
1000000515,076-2013-000515,ATV515,2013,ANA OSCAR REYES CUELLAR,SADE-0000515,5600000,2013-02-01
1000000516,076-2010-000516,ATW516,2010,HERNANDO OSCAR RAMIREZ CUELLAR,SADE-0000516,3400000,2010-05-26
1000000517,076-2013-000517,ATX517,2013,ANDRES FELIPE ORTIZ RAMIREZ,SADE-0000517,14400000,2013-07-06
1000000518,076-2012-000518,ATY518,2012,ALVARO BEATRIZ SUAREZ PRADA,SADE-0000518,1600000,2012-05-15
1000000519,076-2014-000519,ATZ519,2014,WILLIAM FABIO NAVARRO CASTILLO,SADE-0000519,2000000,2014-03-25
1000000520,076-2018-000520,AUA520,2018,PEDRO ANA PALACIOS ROMERO,SADE-0000520,11000000,2018-10-08
1000000521,076-2015-000521,AUB521,2015,LUISA ALVARO SANCHEZ QUINTERO,SADE-0000521,14200000,2015-11-28
1000000522,076-2021-000522,AUC522,2021,ANDRES FERNANDO ACOSTA CUELLAR,SADE-0000522,8100000,2021-02-13
1000000523,076-2021-000523,AUD523,2021,CARLOS VALENTINA CASTILLO SANCHEZ,SADE-0000523,4200000,2021-02-25
1000000524,076-2014-000524,AUE524,2014,GLORIA HERNANDO PENA VARGAS,SADE-0000524,3700000,2014-01-14
1000000525,076-2008-000525,AUF525,2008,DIANA RICARDO MORALES REYES,SADE-0000525,7100000,2008-06-24
1000000526,076-2021-000526,AUG526,2021,JORGE ANA MONTOYA MORENO,SADE-0000526,10600000,2021-09-11
1000000527,076-2020-000527,AUH527,2020,YOLANDA MAURICIO BELTRAN GOMEZ,SADE-0000527,13800000,2020-07-04
1000000528,076-2013-000528,AUI528,2013,CLAUDIA CLAUDIA CASTILLO ROJAS,SADE-0000528,3000000,2013-02-19
1000000529,076-2019-000529,AUJ529,2019,PEDRO OSCAR ROMERO PALACIOS,SADE-0000529,11000000,2019-05-13
1000000530,076-2017-000530,AUK530,2017,FELIPE FERNANDO REYES CUELLAR,SADE-0000530,1400000,2017-03-09
1000000531,076-2013-000531,AUL531,2013,CLAUDIA CATALINA REYES RESTREPO,SADE-0000531,1400000,2013-07-11
1000000532,076-2018-000532,AUM532,2018,LILIANA LUISA CUELLAR NAVARRO,SADE-0000532,10000000,2018-01-11
1000000533,076-2020-000533,AUN533,2020,ADRIANA ADRIANA NAVARRO GAVIRIA,SADE-0000533,3000000,2020-04-05
1000000534,076-2011-000534,AUO534,2011,JULIAN GERMAN NAVARRO QUINTERO,SADE-0000534,2700000,2011-04-15
1000000535,076-2010-000535,AUP535,2010,CAMILO FELIPE SANCHEZ SALAZAR,SADE-0000535,1900000,2010-09-26
1000000536,076-2009-000536,AUQ536,2009,JORGE ADRIANA BUITRAGO RESTREPO,SADE-0000536,3900000,2009-09-19
1000000537,076-2007-000537,AUR537,2007,GLORIA RICARDO VARGAS DIAZ,SADE-0000537,6800000,2007-01-15
1000000538,076-2007-000538,AUS538,2007,BEATRIZ RICARDO NAVARRO SALAZAR,SADE-0000538,12300000,2007-09-13
1000000539,076-2017-000539,AUT539,2017,SANDRA MARIA ACOSTA SALAZAR,SADE-0000539,13000000,2017-10-15
1000000540,076-2009-000540,AUU540,2009,ANDRES PATRICIA MORENO PALACIOS,SADE-0000540,9300000,2009-03-27
1000000541,076-2021-000541,AUV541,2021,WILLIAM ANA MEDINA LOPEZ,SADE-0000541,10300000,2021-01-06
1000000542,076-2020-000542,AUW542,2020,FERNANDO MONICA RIOS RIOS,SADE-0000542,5700000,2020-05-21
1000000543,076-2013-000543,AUX543,2013,VALENTINA MARIA GOMEZ CUELLAR,SADE-0000543,3800000,2013-11-06
1000000544,076-2016-000544,AUY544,2016,JUAN FABIO ORTIZ REYES,SADE-0000544,8300000,2016-12-23
1000000545,076-2017-000545,AUZ545,2017,YOLANDA DIANA MONTOYA PALACIOS,SADE-0000545,12200000,2017-05-07
1000000546,076-2014-000546,AVA546,2014,ADRIANA MAURICIO AGUILAR RESTREPO,SADE-0000546,3100000,2014-01-17
1000000547,076-2017-000547,AVB547,2017,BEATRIZ ALEXANDRA REYES REYES,SADE-0000547,7700000,2017-05-22
1000000548,076-2008-000548,AVC548,2008,ANDRES JORGE CORREA NAVARRO,SADE-0000548,8800000,2008-05-09
1000000549,076-2017-000549,AVD549,2017,ADRIANA RICARDO MORALES SANCHEZ,SADE-0000549,6600000,2017-01-26
1000000550,076-2020-000550,AVE550,2020,ALEJANDRO PAOLA GUTIERREZ CASTRO,SADE-0000550,1100000,2020-11-16
1000000551,076-2011-000551,AVF551,2011,WILLIAM CAMILO RESTREPO MONTOYA,SADE-0000551,1400000,2011-10-23
1000000552,076-2016-000552,AVG552,2016,RICARDO NUBIA RIOS ROMERO,SADE-0000552,12600000,2016-11-12
1000000553,076-2015-000553,AVH553,2015,ADRIANA HERNANDO MORENO SUAREZ,SADE-0000553,8000000,2015-02-16
1000000554,076-2009-000554,AVI554,2009,WILLIAM ALEXANDRA SUAREZ CORREA,SADE-0000554,2700000,2009-04-12
1000000555,076-2010-000555,AVJ555,2010,ADRIANA CAMILO CORREA SALAZAR,SADE-0000555,7100000,2010-10-10
1000000556,076-2014-000556,AVK556,2014,SANDRA ANDRES DIAZ ROJAS,SADE-0000556,2300000,2014-08-07
1000000557,076-2015-000557,AVL557,2015,SANDRA ALVARO SANCHEZ CARDENAS,SADE-0000557,11000000,2015-01-28
1000000558,076-2020-000558,AVM558,2020,CLAUDIA DIEGO VARGAS CORREA,SADE-0000558,10900000,2020-10-15
1000000559,076-2009-000559,AVN559,2009,GERMAN GLORIA RAMIREZ GAVIRIA,SADE-0000559,9000000,2009-11-06
1000000560,076-2012-000560,AVO560,2012,LUISA JUAN PRADA NAVARRO,SADE-0000560,5800000,2012-03-19
1000000561,076-2019-000561,AVP561,2019,HERNANDO FELIPE RAMIREZ CASTRO,SADE-0000561,11600000,2019-11-14
1000000562,076-2013-000562,AVQ562,2013,DIANA ANDRES MONTOYA GOMEZ,SADE-0000562,1400000,2013-09-07
1000000563,076-2018-000563,AVR563,2018,BEATRIZ JUAN GUTIERREZ SANCHEZ,SADE-0000563,5300000,2018-01-22
1000000564,076-2007-000564,AVS564,2007,LILIANA FABIO PALACIOS CARDENAS,SADE-0000564,3800000,2007-02-13
1000000565,076-2015-000565,AVT565,2015,PATRICIA ADRIANA JIMENEZ TORRES,SADE-0000565,1600000,2015-05-10
1000000566,076-2014-000566,AVU566,2014,MAURICIO ALEJANDRO SANCHEZ CORREA,SADE-0000566,11600000,2014-11-05
1000000567,076-2012-000567,AVV567,2012,FELIPE RODRIGO VARGAS JIMENEZ,SADE-0000567,10800000,2012-01-08
1000000568,076-2010-000568,AVW568,2010,DIEGO MONICA LOPEZ ROJAS,SADE-0000568,13400000,2010-03-04
1000000569,076-2012-000569,AVX569,2012,CARLOS ALVARO ORTIZ ROMERO,SADE-0000569,1700000,2012-10-02
1000000570,076-2017-000570,AVY570,2017,PEDRO MARIA DIAZ MARTINEZ,SADE-0000570,11100000,2017-08-13
1000000571,076-2008-000571,AVZ571,2008,ALEXANDRA WILLIAM CUELLAR MORALES,SADE-0000571,5700000,2008-12-22
1000000572,076-2017-000572,AWA572,2017,JUAN ADRIANA QUINTERO HERRERA,SADE-0000572,13800000,2017-05-20
1000000573,076-2016-000573,AWB573,2016,DIEGO CAMILO HERRERA BUITRAGO,SADE-0000573,3500000,2016-05-04
1000000574,076-2019-000574,AWC574,2019,PEDRO FELIPE VARGAS REYES,SADE-0000574,5600000,2019-05-27
1000000575,076-2015-000575,AWD575,2015,RICARDO RODRIGO QUINTERO MEDINA,SADE-0000575,4600000,2015-01-18
1000000576,076-2014-000576,AWE576,2014,MONICA ANDRES CORREA ACOSTA,SADE-0000576,500000,2014-01-22
1000000577,076-2008-000577,AWF577,2008,SANDRA FERNANDO GAVIRIA MORALES,SADE-0000577,2800000,2008-09-03
1000000578,076-2018-000578,AWG578,2018,PEDRO WILLIAM RIOS BELTRAN,SADE-0000578,8000000,2018-05-15
1000000579,076-2007-000579,AWH579,2007,PEDRO GLORIA RUIZ MEDINA,SADE-0000579,9700000,2007-11-11
1000000580,076-2013-000580,AWI580,2013,SANDRA PEDRO RUIZ GOMEZ,SADE-0000580,4000000,2013-11-21
1000000581,076-2009-000581,AWJ581,2009,NUBIA RODRIGO PRADA AGUILAR,SADE-0000581,7300000,2009-12-03
1000000582,076-2012-000582,AWK582,2012,NUBIA GLORIA MARTINEZ RESTREPO,SADE-0000582,10700000,2012-08-09
1000000583,076-2020-000583,AWL583,2020,ALVARO ANDRES QUINTERO JIMENEZ,SADE-0000583,3300000,2020-03-23
1000000584,076-2018-000584,AWM584,2018,LUISA HERNANDO HERRERA QUINTERO,SADE-0000584,12800000,2018-10-22
1000000585,076-2014-000585,AWN585,2014,GLORIA CATALINA MONTOYA PALACIOS,SADE-0000585,1200000,2014-11-27
1000000586,076-2018-000586,AWO586,2018,DIEGO ANDRES GAVIRIA MARTINEZ,SADE-0000586,11000000,2018-08-02
1000000587,076-2008-000587,AWP587,2008,WILLIAM GERMAN GOMEZ SANCHEZ,SADE-0000587,14900000,2008-04-22
1000000588,076-2020-000588,AWQ588,2020,NUBIA MAURICIO SANCHEZ AGUILAR,SADE-0000588,2900000,2020-07-22
1000000589,076-2018-000589,AWR589,2018,LILIANA ANDRES PALACIOS MONTOYA,SADE-0000589,4300000,2018-09-20
1000000590,076-2007-000590,AWS590,2007,JUAN HERNANDO BUITRAGO CUELLAR,SADE-0000590,13100000,2007-03-03
1000000591,076-2019-000591,AWT591,2019,FELIPE GERMAN ACOSTA CORREA,SADE-0000591,7600000,2019-01-17
1000000592,076-2010-000592,AWU592,2010,ALEXANDRA ALVARO RESTREPO ACOSTA,SADE-0000592,2500000,2010-08-15
1000000593,076-2019-000593,AWV593,2019,FERNANDO JULIAN RAMIREZ GAVIRIA,SADE-0000593,11900000,2019-06-04
1000000594,076-2014-000594,AWW594,2014,MARIA PEDRO RESTREPO QUINTERO,SADE-0000594,1400000,2014-09-18
1000000595,076-2007-000595,AWX595,2007,ANA ALEJANDRO AGUILAR CARDENAS,SADE-0000595,13500000,2007-09-07
1000000596,076-2017-000596,AWY596,2017,SOFIA NUBIA SALAZAR DIAZ,SADE-0000596,6200000,2017-08-11
1000000597,076-2015-000597,AWZ597,2015,CATALINA ALEJANDRO CUELLAR SALAZAR,SADE-0000597,12000000,2015-02-04
1000000598,076-2019-000598,AXA598,2019,FABIO JUAN CORREA PALACIOS,SADE-0000598,7900000,2019-09-17
1000000599,076-2012-000599,AXB599,2012,PEDRO CARLOS JIMENEZ GAVIRIA,SADE-0000599,4000000,2012-12-24
1000000600,076-2018-000600,AXC600,2018,CAMILO PEDRO ORTIZ AGUILAR,SADE-0000600,5500000,2018-04-04
1000000601,076-2021-000601,AXD601,2021,PAOLA MONICA BELTRAN VARGAS,SADE-0000601,9100000,2021-02-25
1000000602,076-2013-000602,AXE602,2013,CARLOS PATRICIA MARTINEZ PRADA,SADE-0000602,12200000,2013-11-19
1000000603,076-2015-000603,AXF603,2015,DIEGO FELIPE GOMEZ SANCHEZ,SADE-0000603,1700000,2015-09-14
1000000604,076-2020-000604,AXG604,2020,PATRICIA ANDRES BUITRAGO SUAREZ,SADE-0000604,4900000,2020-12-27
1000000605,076-2009-000605,AXH605,2009,PEDRO ALVARO REYES REYES,SADE-0000605,8700000,2009-09-13
1000000606,076-2013-000606,AXI606,2013,ALEJANDRO LILIANA NAVARRO RESTREPO,SADE-0000606,9200000,2013-05-15
1000000607,076-2019-000607,AXJ607,2019,DIEGO DIEGO QUINTERO REYES,SADE-0000607,13600000,2019-05-27
1000000608,076-2018-000608,AXK608,2018,ALEXANDRA GERMAN MORENO PENA,SADE-0000608,5600000,2018-04-20
1000000609,076-2018-000609,AXL609,2018,OSCAR RODRIGO CASTRO SUAREZ,SADE-0000609,13300000,2018-09-23
1000000610,076-2017-000610,AXM610,2017,GERMAN SANDRA PALACIOS MORENO,SADE-0000610,12700000,2017-10-19
1000000611,076-2017-000611,AXN611,2017,CAMILO ESPERANZA MEDINA BERMUDEZ,SADE-0000611,800000,2017-09-04
1000000612,076-2007-000612,AXO612,2007,ALVARO CLAUDIA DIAZ DIAZ,SADE-0000612,5600000,2007-05-25
1000000613,076-2019-000613,AXP613,2019,HERNANDO OSCAR ORTIZ MORALES,SADE-0000613,2000000,2019-12-26
1000000614,076-2011-000614,AXQ614,2011,MONICA ESPERANZA RUIZ PALACIOS,SADE-0000614,12000000,2011-02-20
1000000615,076-2020-000615,AXR615,2020,ALEXANDRA FABIO MORENO MONTOYA,SADE-0000615,6500000,2020-09-26
1000000616,076-2019-000616,AXS616,2019,OSCAR LUISA MONTOYA MONTOYA,SADE-0000616,11100000,2019-11-11
1000000617,076-2015-000617,AXT617,2015,LUISA JUAN ORTIZ VARGAS,SADE-0000617,11800000,2015-04-21
1000000618,076-2018-000618,AXU618,2018,BEATRIZ PATRICIA ROMERO REYES,SADE-0000618,5500000,2018-12-07
1000000619,076-2011-000619,AXV619,2011,JULIAN GLORIA TORRES SUAREZ,SADE-0000619,4900000,2011-12-17
1000000620,076-2008-000620,AXW620,2008,ALVARO CARLOS BERMUDEZ NAVARRO,SADE-0000620,14700000,2008-05-05
1000000621,076-2009-000621,AXX621,2009,PATRICIA WILLIAM GOMEZ CORREA,SADE-0000621,12400000,2009-12-05
1000000622,076-2007-000622,AXY622,2007,CLAUDIA GERMAN REYES DIAZ,SADE-0000622,8200000,2007-08-26
1000000623,076-2016-000623,AXZ623,2016,ALEXANDRA RODRIGO TORRES GUTIERREZ,SADE-0000623,13900000,2016-04-06
1000000624,076-2015-000624,AYA624,2015,JORGE VALENTINA JIMENEZ QUINTERO,SADE-0000624,14400000,2015-09-13
1000000625,076-2008-000625,AYB625,2008,RODRIGO FABIO PENA CORREA,SADE-0000625,8900000,2008-06-10
1000000626,076-2010-000626,AYC626,2010,CATALINA MAURICIO CUELLAR MORENO,SADE-0000626,700000,2010-02-22
1000000627,076-2012-000627,AYD627,2012,JULIAN LILIANA AGUILAR AGUILAR,SADE-0000627,6700000,2012-01-22
1000000628,076-2021-000628,AYE628,2021,GERMAN ALVARO MARTINEZ MONTOYA,SADE-0000628,7000000,2021-09-24
1000000629,076-2011-000629,AYF629,2011,MARIA MAURICIO SALAZAR BUITRAGO,SADE-0000629,13500000,2011-08-16
1000000630,076-2007-000630,AYG630,2007,OSCAR RICARDO GUTIERREZ BUITRAGO,SADE-0000630,2600000,2007-02-06
1000000631,076-2019-000631,AYH631,2019,ESPERANZA ESPERANZA GOMEZ TORRES,SADE-0000631,5800000,2019-11-21
1000000632,076-2019-000632,AYI632,2019,MONICA DIANA HERRERA PENA,SADE-0000632,14200000,2019-12-24
1000000633,076-2019-000633,AYJ633,2019,DIANA JORGE MORALES LOPEZ,SADE-0000633,12200000,2019-12-11
1000000634,076-2007-000634,AYK634,2007,ANA JORGE DIAZ SUAREZ,SADE-0000634,6900000,2007-09-03
1000000635,076-2016-000635,AYL635,2016,FABIO WILLIAM QUINTERO MONTOYA,SADE-0000635,12000000,2016-11-13
1000000636,076-2013-000636,AYM636,2013,GERMAN MARIA MONTOYA MARTINEZ,SADE-0000636,14100000,2013-01-21
1000000637,076-2018-000637,AYN637,2018,CATALINA JORGE ROJAS RUIZ,SADE-0000637,2300000,2018-06-17
1000000638,076-2008-000638,AYO638,2008,OSCAR ADRIANA REYES RAMIREZ,SADE-0000638,7700000,2008-08-13
1000000639,076-2013-000639,AYP639,2013,MARIA ANDRES JIMENEZ ROMERO,SADE-0000639,6100000,2013-03-24
1000000640,076-2013-000640,AYQ640,2013,ESPERANZA OSCAR MORALES CARDENAS,SADE-0000640,10000000,2013-01-18
1000000641,076-2020-000641,AYR641,2020,ALEXANDRA CLAUDIA MARTINEZ RUIZ,SADE-0000641,600000,2020-10-20
1000000642,076-2013-000642,AYS642,2013,ESPERANZA ALEXANDRA RAMIREZ CARDENAS,SADE-0000642,5800000,2013-12-24
1000000643,076-2021-000643,AYT643,2021,RODRIGO MONICA QUINTERO BUITRAGO,SADE-0000643,4100000,2021-03-06
1000000644,076-2010-000644,AYU644,2010,CATALINA WILLIAM VARGAS MARTINEZ,SADE-0000644,5100000,2010-11-26
1000000645,076-2016-000645,AYV645,2016,LUISA ALEXANDRA BELTRAN MORENO,SADE-0000645,2300000,2016-05-22
1000000646,076-2008-000646,AYW646,2008,WILLIAM PEDRO VARGAS ROJAS,SADE-0000646,12900000,2008-06-12
1000000647,076-2009-000647,AYX647,2009,LILIANA PEDRO MEDINA AGUILAR,SADE-0000647,2200000,2009-04-11
1000000648,076-2014-000648,AYY648,2014,JULIAN NUBIA AGUILAR CARDENAS,SADE-0000648,4400000,2014-10-19
1000000649,076-2012-000649,AYZ649,2012,GERMAN DIANA JIMENEZ GOMEZ,SADE-0000649,8500000,2012-04-26
1000000650,076-2010-000650,AZA650,2010,DIANA YOLANDA SALAZAR CASTRO,SADE-0000650,8900000,2010-08-15
1000000651,076-2014-000651,AZB651,2014,RODRIGO ADRIANA GAVIRIA MORENO,SADE-0000651,3200000,2014-03-21
1000000652,076-2016-000652,AZC652,2016,ANA YOLANDA CASTRO ROMERO,SADE-0000652,5500000,2016-05-24
1000000653,076-2021-000653,AZD653,2021,JORGE JORGE LOPEZ BUITRAGO,SADE-0000653,1200000,2021-10-19
1000000654,076-2013-000654,AZE654,2013,PATRICIA MONICA RUIZ MORENO,SADE-0000654,7100000,2013-09-18
1000000655,076-2014-000655,AZF655,2014,CLAUDIA BEATRIZ RESTREPO RIOS,SADE-0000655,7900000,2014-03-15
1000000656,076-2015-000656,AZG656,2015,VALENTINA ANA RESTREPO SALAZAR,SADE-0000656,13300000,2015-01-22
1000000657,076-2010-000657,AZH657,2010,CATALINA HERNANDO BUITRAGO CASTRO,SADE-0000657,11900000,2010-03-06
1000000658,076-2016-000658,AZI658,2016,FERNANDO CLAUDIA CUELLAR PALACIOS,SADE-0000658,1500000,2016-04-25
1000000659,076-2014-000659,AZJ659,2014,FABIO JORGE ORTIZ SALAZAR,SADE-0000659,6400000,2014-01-22
1000000660,076-2010-000660,AZK660,2010,MAURICIO BEATRIZ MONTOYA CUELLAR,SADE-0000660,12100000,2010-01-02
1000000661,076-2017-000661,AZL661,2017,GERMAN PEDRO SANCHEZ NAVARRO,SADE-0000661,7200000,2017-10-18
1000000662,076-2016-000662,AZM662,2016,GLORIA ALVARO MONTOYA SALAZAR,SADE-0000662,2400000,2016-09-09
